# timestamp,is_waterheater_on, temperature, height,water_demand,heatgain,load_state,waterheater_model
2020-01-01 00:31:30 PST,+0,+119.807,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:32:00 PST,+0,+119.804,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:32:30 PST,+0,+119.801,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:33:00 PST,+0,+119.797,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:33:30 PST,+0,+119.794,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:34:00 PST,+0,+119.791,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:34:30 PST,+0,+119.788,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:35:00 PST,+0,+119.785,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:35:30 PST,+0,+119.782,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:36:00 PST,+0,+119.779,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:36:30 PST,+0,+119.776,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:37:00 PST,+0,+119.773,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:37:30 PST,+0,+119.77,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:38:00 PST,+0,+119.767,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:38:30 PST,+0,+119.764,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:39:00 PST,+0,+119.761,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:39:30 PST,+0,+119.758,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:40:00 PST,+0,+119.755,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:40:30 PST,+0,+119.752,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:41:00 PST,+0,+119.749,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:41:30 PST,+0,+119.745,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:42:00 PST,+0,+119.742,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:42:30 PST,+0,+119.739,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:43:00 PST,+0,+119.736,+3.782,+0,+0,DEPLETING,ONEZNODE
